Date,AQI,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Source,year,month,day,day_of_week,day_of_year,hour,is_weekend,season,zone,zone_lat,zone_lon,industrial_density,traffic_density,distance_from_center,temperature,humidity,wind_speed,pressure,precipitation,temp_humidity_index,wind_chill,pollution_accumulation,seasonal_pollution_factor,traffic_weather_interaction,industrial_weather_interaction,rain_effect
2023-11-14 00:00:00,396.0,244.8,426.8,,,,,,,,Daily,2023,11,14,1,318,0,0,3,East,28.6692,77.4538,0.7,0.7,27.857490675399784,23.224877273690662,53.09157536114675,3.599929624583077,1011.9798037554908,0.15774374019497234,49.770664954264035,16.025018024524506,10.197639630868238,1.2,0.15217624118835202,0.15217624118835202,0
2023-11-15 00:00:00,398.0,247.4,428.4,,,,,,,,Daily,2023,11,15,2,319,0,0,3,West,28.6692,77.1025,0.6,0.6,13.320157249071446,20.277466595806743,35.21711726362919,1.6606535292647304,1019.1884637558236,0.37362371149229273,37.88602522762134,16.956159537277284,24.348485070986865,1.2,0.22550850510994924,0.22550850510994924,0
2023-11-16 00:00:00,418.0,295.0,460.6,,,,,,,,Daily,2023,11,16,3,320,0,0,3,Central,28.6139,77.209,0.3,0.8,0.0,10.431142977769976,46.10155497112983,4.995096092177139,1017.5757843159261,0.03335089043521061,33.48192046333489,0.4409507934156984,8.990422205108771,1.2,0.1334423982034085,0.050040899326278185,0
2023-11-17 00:00:00,404.0,260.0,436.8,,,,,,,,Daily,2023,11,17,4,321,0,0,3,North,28.7041,77.1025,0.5,0.6,15.491675541722095,19.61102022531082,61.814385322660314,3.034521694693777,1012.145225502709,0.46962781092729866,50.51821288664098,13.541976835923267,9.464719133264694,1.2,0.14871651348141787,0.12393042790118157,0
2023-11-18 00:00:00,318.0,143.4,364.4,,,,,,,,Daily,2023,11,18,5,322,0,1,3,South,28.5355,77.391,0.2,0.5,21.99664905752723,14.056219062976677,37.04231856587167,1.9451391443668686,1011.9674634251935,0.6547336536285611,32.57737834591251,10.165940774242939,21.376810516591963,1.2,0.16977126563148767,0.06790850625259508,0
2023-11-19 00:00:00,301.0,121.3,350.8,,,,,,,,Daily,2023,11,19,6,323,0,1,3,East,28.6692,77.4538,0.7,0.7,27.857490675399784,17.640802542498392,75.65864718422773,1.2689699688777425,1013.0466738861229,0.47977296410816045,55.47012613461226,15.102862604742906,10.727930801046153,1.2,0.30851003301124674,0.30851003301124674,0
2023-11-20 00:00:00,348.0,182.4,388.4,,,,,,,,Daily,2023,11,20,0,324,0,0,3,West,28.6692,77.1025,0.6,0.6,13.320157249071446,19.825343394982113,69.32067528889499,3.8394926229061044,1011.2804023970592,0.31127700917445705,54.48568103942961,12.146358149169904,6.339368008517005,1.2,0.12397993896304388,0.12397993896304388,0
2023-11-21 00:00:00,372.0,213.6,407.6,,,,,,,,Daily,2023,11,21,1,325,0,0,3,Central,28.6139,77.209,0.3,0.8,0.0,18.619335087289745,62.584210585862465,2.049319178417227,1013.4177095445853,0.9009987940044601,49.91144038022098,14.520696730455292,12.27021089788262,1.2,0.262353644597889,0.09838261672420837,0
2023-11-22 00:00:00,395.0,243.5,426.0,,,,,,,,Daily,2023,11,22,2,326,0,0,3,North,28.7041,77.1025,0.5,0.6,15.491675541722095,26.020998201164264,44.13797119764676,2.5314858406841965,1018.5828588665222,0.7160606549010421,48.08998379998765,20.958026519795872,15.818279138712454,1.2,0.16990015734673167,0.14158346445560974,0
2023-11-23 00:00:00,390.0,237.0,422.0,,,,,,,,Daily,2023,11,23,3,327,0,0,3,South,28.5355,77.391,0.2,0.5,21.99664905752723,22.263087110461978,62.49157771010559,3.3627255802896414,1012.1514107016271,0.10899194411255066,53.508875965514775,15.537635949882695,8.597474583171978,1.2,0.11460725429510168,0.045842901718040674,0
2023-11-24 00:00:00,415.0,287.5,455.5,,,,,,,,Daily,2023,11,24,4,328,0,0,3,East,28.6692,77.4538,0.7,0.7,27.857490675399784,17.737294158160903,61.51245657390242,2.052765498524287,1011.0068406298351,0.13404300327801766,48.49352244511211,13.631763161112328,12.607435272936142,1.2,0.22930028537677766,0.22930028537677766,0
2023-11-25 00:00:00,388.0,234.4,420.4,,,,,,,,Daily,2023,11,25,5,329,0,1,3,West,28.6692,77.1025,0.6,0.6,13.320157249071446,18.41084527126543,64.4141528312883,2.327346882112004,1006.3240337176868,0.2727066738681783,50.61792168690958,13.756151507041423,10.694961610411925,1.2,0.18032384997958353,0.18032384997958353,0
2023-11-26 00:00:00,397.0,246.1,427.6,,,,,,,,Daily,2023,11,26,6,330,0,1,3,Central,28.6139,77.209,0.3,0.8,0.0,17.02058253879227,53.18459341508946,0.7001928360246785,1015.3971758881322,0.4662194846316055,43.612879246337,15.620196866742912,27.535351045456945,1.2,0.4705348611340625,0.17645057292527344,0
2023-11-27 00:00:00,395.0,243.5,426.0,,,,,,,,Daily,2023,11,27,0,331,0,0,3,North,28.7041,77.1025,0.5,0.6,15.491675541722095,21.507973755806468,56.45532596074405,3.05781555095672,1017.3555535814003,0.34288059096360074,49.73563673617849,15.392342653893028,10.731062930888845,1.2,0.14786280757846096,0.12321900631538413,0
2023-11-28 00:00:00,311.0,134.3,358.8,,,,,,,,Daily,2023,11,28,1,332,0,0,3,South,28.5355,77.391,0.2,0.5,21.99664905752723,13.726524640084389,41.05689137982902,1.109388015370536,1020.0450192516946,0.38652156670716803,34.2549703299989,11.507748609343317,27.94322722546473,1.2,0.23703557446834636,0.09481422978733854,0
2023-11-29 00:00:00,289.0,116.7,339.0,,,,,,,,Daily,2023,11,29,2,333,0,0,3,East,28.6692,77.4538,0.7,0.7,27.857490675399784,17.03746498099043,57.59058265236109,2.5856435762671435,1020.4660237546874,0.05602176758608892,45.832756307170975,11.866177828456141,11.827560783882902,1.2,0.19522297325735297,0.19522297325735297,0
2023-11-30 00:00:00,398.0,247.4,428.4,,,,,,,,Daily,2023,11,30,3,334,0,0,3,West,28.6692,77.1025,0.6,0.6,13.320157249071446,18.416060969914064,58.79896082836086,4.280281445794723,1018.6590354254691,0.7834431754640091,47.815541384094495,9.855498078324617,7.802811193795762,1.2,0.11363030667197614,0.11363030667197614,0
2023-12-01 00:00:00,372.0,213.6,407.6,,,,,,,,Daily,2023,12,1,4,335,0,0,0,Central,28.6139,77.209,0.3,0.8,0.0,14.700548553852391,59.34259794949663,2.320856056535374,1011.0170383604126,0.17099503697456916,44.3718475286007,10.058836440781644,12.243048586972165,1.5,0.24090173930472447,0.09033815223927166,0
2023-12-02 00:00:00,352.0,187.6,391.6,,,,,,,,Daily,2023,12,2,5,336,0,1,0,North,28.7041,77.1025,0.5,0.6,15.491675541722095,16.29256116134777,69.18148717997494,3.9209615821616115,1011.8705478654764,0.7528534168308306,50.88330475133524,8.450637997024547,6.262701365469213,1.5,0.1219273895929178,0.10160615799409817,0
2023-12-03 00:00:00,313.0,136.9,360.4,,,,,,,,Daily,2023,12,3,6,337,0,1,0,South,28.5355,77.391,0.2,0.5,21.99664905752723,15.658446159903182,51.84367425450355,1.9438787950348164,1006.324528520163,0.5390139242699072,41.580283287154955,11.770688569833549,16.358121070309526,1.5,0.1698439490251115,0.0679375796100446,0
2023-12-04 00:00:00,310.0,133.0,358.0,,,,,,,,Daily,2023,12,4,0,338,0,0,0,East,28.6692,77.4538,0.7,0.7,27.857490675399784,16.839707155177013,53.02078822536334,2.5308851351744748,1014.7578534946695,1.6528899352957447,43.35010126785868,11.777936884828064,13.305222338340167,1.5,0.19825057264724932,0.19825057264724932,1
2023-12-05 00:00:00,297.0,119.1,347.0,,,,,,,,Daily,2023,12,5,1,339,0,0,0,West,28.6692,77.1025,0.6,0.6,13.320157249071446,16.59127553268424,62.3879080589532,1.517264168101478,1015.3902382424606,0.5028820028900762,47.785229562160836,13.556747196481282,14.94165468116676,1.5,0.2383540065453362,0.2383540065453362,0
2023-12-06 00:00:00,285.0,115.5,335.0,,,,,,,,Daily,2023,12,6,2,340,0,0,0,Central,28.6139,77.209,0.3,0.8,0.0,12.700591596083294,57.4617555374075,1.552203671385258,1021.5458704604608,0.17723812450228035,41.43146936478704,9.596184253312778,16.6672609006569,1.5,0.3134546074709565,0.11754547780160866,0
2023-12-07 00:00:00,320.0,146.0,366.0,,,,,,,,Daily,2023,12,7,3,341,0,0,0,North,28.7041,77.1025,0.5,0.6,15.491675541722095,10.864875266808568,64.73084434810876,2.368097787527874,1014.7850680979956,0.27755866927399886,43.23029744086295,6.1286796917528195,10.471535530379654,1.5,0.17814209617719848,0.14845174681433207,0
2023-12-08 00:00:00,325.0,152.5,370.0,,,,,,,,Daily,2023,12,8,4,342,0,0,0,South,28.5355,77.391,0.2,0.5,21.99664905752723,16.373548840861172,64.07441822800341,3.22864628674411,1021.9266224038496,0.44910966137136504,48.41075795486287,9.916256267372951,8.495764208185372,1.5,0.11824115002652069,0.04729646001060828,0
2023-12-09 00:00:00,322.0,148.6,367.6,,,,,,,,Daily,2023,12,9,5,343,0,1,0,East,28.6692,77.4538,0.7,0.7,27.857490675399784,14.947202103864486,64.31328110612539,3.0761099577839204,1018.0667428747777,0.6972065481382249,47.10384265692718,8.794982188296645,8.755092297185376,1.5,0.17173236425166816,0.17173236425166816,0
2023-12-10 00:00:00,314.0,138.2,361.2,,,,,,,,Daily,2023,12,10,6,344,0,1,0,West,28.6692,77.1025,0.6,0.6,13.320157249071446,18.123317162972658,32.979880879556745,2.9341573081956387,1014.4212309257128,0.23323543257272025,34.613257602751034,12.25500254658138,17.03544466328962,1.5,0.15251042421462904,0.15251042421462904,0
2023-12-11 00:00:00,317.0,142.1,363.6,,,,,,,,Daily,2023,12,11,0,345,0,0,0,Central,28.6139,77.209,0.3,0.8,0.0,16.842306463681105,61.4608487380217,3.254090726790493,1011.1949080221793,0.31147070839510477,47.57273083269196,10.33412501010012,9.059315782635938,1.5,0.18805428736202853,0.0705203577607607,0
2023-12-12 00:00:00,355.0,191.5,394.0,,,,,,,,Daily,2023,12,12,1,346,0,0,0,North,28.7041,77.1025,0.5,0.6,15.491675541722095,14.719146928880063,66.25972303629267,2.642827270202196,1016.5120594597304,0.2528519313326289,47.8490084470264,9.43349238847567,9.262112766009508,1.5,0.16470723300770085,0.13725602750641738,0
2023-12-13 00:00:00,378.0,221.4,412.4,,,,,,,,Daily,2023,12,13,2,347,0,0,0,South,28.5355,77.391,0.2,0.5,21.99664905752723,15.312596021228648,59.268758891571515,2.6462096462003846,1015.7793951791165,0.6354774437763273,44.946975467014404,10.02017672882788,11.17084453738786,1.5,0.13712870309611416,0.05485148123844567,0
2023-12-14 00:00:00,326.0,153.8,370.8,,,,,,,,Daily,2023,12,14,3,348,0,0,0,East,28.6692,77.4538,0.7,0.7,27.857490675399784,16.390396695574587,67.56893358845676,4.488827488293449,1011.234156996728,0.3109909700790261,50.174863489802966,7.412741718987689,5.9085599758258205,1.5,0.12753179098686512,0.12753179098686512,0
2023-12-15 00:00:00,323.0,149.9,368.4,,,,,,,,Daily,2023,12,15,4,349,0,0,0,West,28.6692,77.1025,0.6,0.6,13.320157249071446,20.405577609260888,48.3948005430615,3.0263632419956243,1010.88191144017,0.24597357841983328,44.60297788079164,14.35285112526964,12.816826588989256,1.5,0.1490178515792868,0.1490178515792868,0
2023-12-16 00:00:00,355.0,191.5,394.0,,,,,,,,Daily,2023,12,16,5,350,0,1,0,Central,28.6139,77.209,0.3,0.8,0.0,12.581123664459525,74.31196177823695,3.2790891509916755,1009.9837218969489,0.2717161341922162,49.737104553578,6.022945362476174,6.003155651900796,1.5,0.18695567485772077,0.07010837807164529,0
2023-12-17 00:00:00,331.0,160.3,374.8,,,,,,,,Daily,2023,12,17,6,351,0,1,0,North,28.7041,77.1025,0.5,0.6,15.491675541722095,5.916076012471951,47.26817099491397,1.9220354889519733,1010.2851690755975,0.7596061202568258,29.550161509928937,2.0720050345680043,18.046265763869624,1.5,0.20533631513667822,0.17111359594723186,0
2023-12-18 00:00:00,330.0,159.0,374.0,,,,,,,,Daily,2023,12,18,0,352,0,0,0,South,28.5355,77.391,0.2,0.5,21.99664905752723,15.239430460091697,69.57079093979604,1.8591226753715575,1015.416544656093,0.2736919885797715,50.02482592998972,11.521185109348583,10.642848354259415,1.5,0.17487882010345096,0.06995152804138038,0
2023-12-19 00:00:00,286.0,115.8,336.0,,,,,,,,Daily,2023,12,19,1,353,0,0,0,East,28.6692,77.4538,0.7,0.7,27.857490675399784,17.406168621575624,51.92184121752088,2.760773487403986,1015.6566920916885,3.1340712638112986,43.36708923033606,11.884621646767652,12.784114476319301,1.5,0.18613192268678777,0.18613192268678777,1
2023-12-20 00:00:00,285.0,115.5,335.0,,,,,,,,Daily,2023,12,20,2,354,0,0,0,West,28.6692,77.1025,0.6,0.6,13.320157249071446,13.61234294689436,46.03389462695395,3.1274658522136254,1016.1589182503104,1.4778559931406716,36.629290260371334,7.357411242467109,13.074876281315126,1.5,0.1453676472400639,0.1453676472400639,1
2023-12-21 00:00:00,361.0,199.3,398.8,,,,,,,,Daily,2023,12,21,3,355,0,0,0,Central,28.6139,77.209,0.3,0.8,0.0,15.830567580511149,59.992632657335704,2.971059663233465,1020.9731278146592,0.23976118518022277,45.826883909179,9.888448254044219,10.074733379877753,1.5,0.20145756242518756,0.07554658590944532,0
2023-12-22 00:00:00,409.0,272.5,445.3,,,,,,,,Daily,2023,12,22,4,356,0,0,0,North,28.7041,77.1025,0.5,0.6,15.491675541722095,15.238554167296414,63.480145615890564,1.2001879047835717,1006.7256310707435,0.010138924410609422,46.978626975241696,12.83817835772927,16.598516110696384,1.5,0.2727039807352367,0.22725331727936393,0
2023-12-23 00:00:00,449.0,372.5,513.3,,,,,,,,Daily,2023,12,23,5,357,0,1,0,South,28.5355,77.391,0.2,0.5,21.99664905752723,14.555675205192639,62.58231345346576,2.5089193437453345,1016.8905458444933,0.7451293176988585,45.84683193192552,9.537836517701969,10.663592656591394,1.5,0.14249401340365728,0.056997605361462915,0
2023-12-24 00:00:00,411.0,277.5,448.7,,,,,,,,Daily,2023,12,24,6,358,0,1,0,East,28.6692,77.4538,0.7,0.7,27.857490675399784,8.714063709299419,61.42197061979127,2.812238102587086,1014.4668417874965,0.5379476547333112,39.42504901919505,3.0895875041252463,10.119522532978372,1.5,0.18361917098645053,0.18361917098645053,0
2023-12-25 00:00:00,383.0,227.9,416.4,,,,,,,,Daily,2023,12,25,0,359,0,0,0,West,28.6692,77.1025,0.6,0.6,13.320157249071446,10.670365571295285,54.975297347016784,3.5475036905056854,1019.0970558998498,0.49652417984691477,38.15801424480368,3.5753581902839144,9.900971107947894,1.5,0.13194051964216869,0.13194051964216869,0
2023-12-26 00:00:00,377.0,220.1,411.6,,,,,,,,Daily,2023,12,26,1,360,0,0,0,Central,28.6139,77.209,0.3,0.8,0.0,14.900547183585125,61.714178560085216,0.401686590830419,1014.457285223981,0.7156136720893157,45.75763646362773,14.097174001924287,27.314109794852662,1.5,0.5707409953362298,0.21402787325108616,0
2023-12-27 00:00:00,380.0,224.0,414.0,,,,,,,,Daily,2023,12,27,2,361,0,0,0,North,28.7041,77.1025,0.5,0.6,15.491675541722095,11.507332724792676,66.41859032407243,3.2488647962097783,1017.6515816360123,0.6387718187977429,44.71662788682889,5.009603132373119,7.903619269289068,1.5,0.14121418985495446,0.11767849154579538,0
2023-12-28 00:00:00,358.0,195.4,396.4,,,,,,,,Daily,2023,12,28,3,362,0,0,0,South,28.5355,77.391,0.2,0.5,21.99664905752723,12.84990157786093,66.80104997236235,1.5401822803958365,1024.4191305091294,0.39957025720610717,46.2504265640421,9.769537017069258,13.0695148469677,1.5,0.19683626795557563,0.07873450718223025,0
2023-12-29 00:00:00,381.0,225.3,414.8,,,,,,,,Daily,2023,12,29,4,363,0,0,0,East,28.6692,77.4538,0.7,0.7,27.857490675399784,22.958673210107087,54.67869633929023,3.8417185184317724,1010.091901716316,0.0936537243102938,50.2980213797522,15.275236173243542,9.360582092531331,1.5,0.14457676491006116,0.14457676491006116,0
2023-12-30 00:00:00,400.0,250.0,430.0,,,,,,,,Daily,2023,12,30,5,364,0,1,0,West,28.6692,77.1025,0.6,0.6,13.320157249071446,13.062838053109864,61.05985623728798,3.957008667452441,1003.8627281012173,0.5312680883629176,43.59276617175385,5.148820718204982,7.855573063325822,1.5,0.12104074054572077,0.12104074054572077,0
2023-12-31 00:00:00,382.0,226.6,415.6,,,,,,,,Daily,2023,12,31,6,365,0,1,0,Central,28.6139,77.209,0.3,0.8,0.0,18.855450544140545,49.82734617766103,3.38337049649878,1014.5604387426145,0.26512635124414485,43.76912363297106,12.088709551142985,11.446135767536514,1.5,0.18250795834826203,0.06844048438059826,0
2024-01-01 00:00:00,346.0,179.8,386.8,,,,,,,,Daily,2024,1,1,0,1,0,0,0,North,28.7041,77.1025,0.5,0.6,15.491675541722095,12.931985996268267,60.78248605702601,3.1027678197576978,1004.0607163216216,0.2784153446516409,43.32322902478127,6.7264503567528715,9.558794371476303,1.5,0.1462427381609508,0.12186894846745899,0
2024-01-02 00:00:00,340.0,172.0,382.0,,,,,,,,Daily,2024,1,2,1,2,0,0,0,South,28.5355,77.391,0.2,0.5,21.99664905752723,16.031209346821594,55.602790003155256,2.315878592178014,1016.9880260744976,0.3837551509203667,43.83260434839922,11.399452162465566,13.38927489733052,1.5,0.15078959802070985,0.06031583920828394,0
2024-01-03 00:00:00,341.0,173.3,382.8,,,,,,,,Daily,2024,1,3,2,3,0,0,0,East,28.6692,77.4538,0.7,0.7,27.857490675399784,14.171663175933181,56.13877099288729,1.033396269531367,1018.4049514406906,0.049567222777766505,42.24104867237683,12.104870636870448,21.57042858017111,1.5,0.34425163972653877,0.34425163972653877,0
2024-01-04 00:00:00,377.0,220.1,411.6,,,,,,,,Daily,2024,1,4,3,4,0,0,0,West,28.6692,77.1025,0.6,0.6,13.320157249071446,16.355842590025908,51.25010492876751,2.8154472174144782,1020.7176432672444,0.7496238274799195,41.980895054409665,10.724948155196952,12.77698059842842,1.5,0.15725548430115288,0.15725548430115288,0
2024-01-05 00:00:00,333.0,162.9,376.4,,,,,,,,Daily,2024,1,5,4,5,0,0,0,Central,28.6139,77.209,0.3,0.8,0.0,15.058667192338053,65.61594658806258,2.8004959178824413,1006.4503115240864,0.2442062692881547,47.86664048636935,9.45767535657317,9.04725439912997,1.5,0.2104988446996527,0.07893706676236975,0
2024-01-06 00:00:00,319.0,144.7,365.2,,,,,,,,Daily,2024,1,6,5,6,0,1,0,North,28.7041,77.1025,0.5,0.6,15.491675541722095,18.351936204326144,75.07248257333946,4.00706640065947,1021.4664302649692,0.10617149227734804,55.88817749099587,10.337803403007204,4.978467516104319,1.5,0.1198306457291989,0.09985887144099907,0
2024-01-07 00:00:00,333.0,162.9,376.4,,,,,,,,Daily,2024,1,7,6,7,0,1,0,South,28.5355,77.391,0.2,0.5,21.99664905752723,9.83966353512448,59.95257792112805,1.6429809308412024,1008.9784047268886,0.4622083238947619,39.81595249568851,6.553701673442075,15.152368907226942,1.5,0.1891803282291791,0.07567213129167165,0
2024-01-08 00:00:00,345.0,178.5,386.0,,,,,,,,Daily,2024,1,8,0,8,0,0,0,East,28.6692,77.4538,0.7,0.7,27.857490675399784,13.029873180493434,53.00140020982708,3.9830792973193963,1011.2180743033176,0.3046485646922694,39.53057328540697,5.063714585854641,9.431637946330778,1.5,0.14047538845640262,0.14047538845640262,0
2024-01-09 00:00:00,343.0,175.9,384.4,,,,,,,,Daily,2024,1,9,1,9,0,0,0,West,28.6692,77.1025,0.6,0.6,13.320157249071446,14.292827200246286,81.95152095632358,2.3046193358035243,1013.083468910777,0.6142612122264719,55.268587678408075,9.683588528639238,5.46159094578072,1.5,0.1815640287216648,0.1815640287216648,0
2024-01-10 00:00:00,273.0,111.9,323.0,,,,,,,,Daily,2024,1,10,2,10,0,0,0,Central,28.6139,77.209,0.3,0.8,0.0,15.943817273592202,72.11673810060469,1.8894775495425855,1006.9163342032979,0.2160678174074274,52.00218632389455,12.164862174507032,9.649932010653389,1.5,0.27686666059289605,0.10382499772233601,0
2024-01-11 00:00:00,348.0,182.4,388.4,,,,,,,,Daily,2024,1,11,3,11,0,0,0,North,28.7041,77.1025,0.5,0.6,15.491675541722095,11.917812770207696,52.16565944695739,1.9345384875477492,1006.2518715823013,1.280551829469174,38.00064249368639,8.048735795112197,16.300464538468344,1.5,0.2044614519611875,0.1703845433009896,1
2024-01-12 00:00:00,340.0,172.0,382.0,,,,,,,,Daily,2024,1,12,4,12,0,0,0,South,28.5355,77.391,0.2,0.5,21.99664905752723,15.9486263349266,49.44365864337412,2.292977558924825,1013.1720795768562,0.023341521701257723,40.67045565661366,11.362671217076949,15.352774336285728,1.5,0.15183826523350274,0.0607353060934011,0
2024-01-13 00:00:00,398.0,247.4,428.4,,,,,,,,Daily,2024,1,13,5,13,0,1,0,East,28.6692,77.4538,0.7,0.7,27.857490675399784,17.684004697647612,64.06296612588646,4.196348060654811,1010.4200424641317,1.8184874912619597,49.71548776059085,9.29130857633799,6.915825009147863,1.5,0.1347099909069198,0.1347099909069198,1
2024-01-14 00:00:00,447.0,367.5,509.9,,,,,,,,Daily,2024,1,14,6,14,0,1,0,West,28.6692,77.1025,0.6,0.6,13.320157249071446,12.599632382944064,55.26162392736333,3.2241686664202747,1018.3297073915024,1.1096800110117004,40.23044434662573,6.151295050103514,10.591048702264468,1.5,0.1420397828263007,0.1420397828263007,1
2024-01-15 00:00:00,359.0,196.7,397.2,,,,,,,,Daily,2024,1,15,0,15,0,0,0,Central,28.6139,77.209,0.3,0.8,0.0,19.58642361074759,60.024071433475825,4.283941255979988,1005.7668498737639,0.10526550934628887,49.5984593274855,11.018541098787615,7.56555128641566,1.5,0.1514021373902704,0.05677580152135139,0
2024-01-16 00:00:00,371.0,212.3,406.8,,,,,,,,Daily,2024,1,16,1,16,0,0,0,North,28.7041,77.1025,0.5,0.6,15.491675541722095,15.2103657475077,49.88775225419744,0.0,1002.8463887638844,0.46756213456159973,40.15424187460642,15.2103657475077,50.11224774580256,1.5,0.6,0.5,0
2024-01-17 00:00:00,368.0,208.4,404.4,,,,,,,,Daily,2024,1,17,2,17,0,0,0,South,28.5355,77.391,0.2,0.5,21.99664905752723,17.59286035896234,62.66152642924381,3.1580719500110424,1013.4879354576083,0.22064533618290225,48.923623573584244,11.276716458940257,8.979756488017731,1.5,0.12024803947865122,0.04809921579146049,0
2024-01-18 00:00:00,318.0,143.4,364.4,,,,,,,,Daily,2024,1,18,3,18,0,0,0,East,28.6692,77.4538,0.7,0.7,27.857490675399784,11.832120625748342,59.56875551558931,2.692980290986664,1019.4361532636754,0.10319595829314143,41.616498383543,6.446160043775014,10.948134378916103,1.5,0.18954880471701055,0.18954880471701055,0
2024-01-19 00:00:00,348.0,182.4,388.4,,,,,,,,Daily,2024,1,19,4,19,0,0,0,West,28.6692,77.1025,0.6,0.6,13.320157249071446,12.52260329613824,61.10385803459056,1.9168143336349162,1019.6090697371278,0.043419248956905604,43.07453231343352,8.688974628868408,13.335144961708039,1.5,0.2057038711998798,0.2057038711998798,0
2024-01-20 00:00:00,329.0,157.7,373.2,,,,,,,,Daily,2024,1,20,5,20,0,1,0,Central,28.6139,77.209,0.3,0.8,0.0,19.980990353647677,60.735864248826374,2.21449102452008,1010.6074452958042,0.6339114066269445,50.348922478060864,15.552008304607517,12.214728693179573,1.5,0.24887299230192722,0.0933273721132227,0
2024-01-21 00:00:00,349.0,183.7,389.2,,,,,,,,Daily,2024,1,21,6,21,0,1,0,North,28.7041,77.1025,0.5,0.6,15.491675541722095,11.947130643349338,61.12766570927403,2.3463976576300705,1013.2352896364085,0.3272154142476703,42.51096349798635,7.254335328089197,11.616173051667591,1.5,0.17929728065400388,0.14941440054500324,0
2024-01-22 00:00:00,333.0,162.9,376.4,,,,,,,,Daily,2024,1,22,0,22,0,0,0,South,28.5355,77.391,0.2,0.5,21.99664905752723,8.339969350927213,55.533638690300954,2.1537185226962863,1011.4293466312122,0.029616133849958808,36.106788696077686,4.03253230553464,14.099660762268131,1.5,0.1585430013495696,0.06341720053982784,0
2024-01-23 00:00:00,368.0,208.4,404.4,,,,,,,,Daily,2024,1,23,1,23,0,0,0,East,28.6692,77.4538,0.7,0.7,27.857490675399784,16.72912249147297,76.82044805381511,2.270271558631994,1017.7154907233648,0.2764643060408887,55.13934651838053,12.188579374208983,7.087959372976737,1.5,0.21404950244952164,0.21404950244952164,0
2024-01-24 00:00:00,409.0,272.5,445.3,,,,,,,,Daily,2024,1,24,2,24,0,0,0,West,28.6692,77.1025,0.6,0.6,13.320157249071446,12.845866309830841,69.5437674498853,3.7910077736481025,1014.0044422826757,1.307634607531169,47.617750034773486,5.263850762534636,6.35695744799927,1.5,0.1252346120789387,0.1252346120789387,1
2024-01-25 00:00:00,332.0,161.6,375.6,,,,,,,,Daily,2024,1,25,3,25,0,0,0,Central,28.6139,77.209,0.3,0.8,0.0,13.00822515663939,67.39703999805641,4.393684967139169,1010.8247127008888,0.029219931546048957,46.7067451556676,4.2208552223610525,6.044654109495816,1.5,0.14832160292526744,0.05562060109697529,0
2024-01-26 00:00:00,408.0,270.0,443.6,,,,,,,,Daily,2024,1,26,4,26,0,0,0,North,28.7041,77.1025,0.5,0.6,15.491675541722095,18.635215033580813,51.27826777032045,2.3098895419951417,1009.6692629560392,0.1628174794921649,44.27434891874104,14.015435949590529,14.720047787549722,1.5,0.1812749315006841,0.15106244291723675,0
2024-01-27 00:00:00,356.0,192.8,394.8,,,,,,,,Daily,2024,1,27,5,27,0,1,0,South,28.5355,77.391,0.2,0.5,21.99664905752723,19.309375029589432,56.25402065499594,4.5609419315319855,1010.1616999755253,0.38046223119379485,47.4363853570874,10.187491166525461,7.866649190661926,1.5,0.08991282522927817,0.03596513009171127,0
2024-01-28 00:00:00,365.0,204.5,402.0,,,,,,,,Daily,2024,1,28,6,28,0,1,0,East,28.6692,77.4538,0.7,0.7,27.857490675399784,14.841850701998105,59.482494134987824,3.6126382504626626,1013.0396751967198,0.8776217836699137,44.583097769492014,7.61657420107278,8.78401983093908,1.5,0.15175696900353886,0.15175696900353886,0
2024-01-29 00:00:00,356.0,192.8,394.8,,,,,,,,Daily,2024,1,29,0,29,0,0,0,West,28.6692,77.1025,0.6,0.6,13.320157249071446,11.157316087666462,60.36496227287343,3.6452099463619008,1019.5899643311534,0.19165016803675172,41.33979722410318,3.866896194942661,8.532453470304068,1.5,0.12916531371631895,0.12916531371631895,0
2024-01-30 00:00:00,357.0,194.1,395.6,,,,,,,,Daily,2024,1,30,1,30,0,0,0,Central,28.6139,77.209,0.3,0.8,0.0,14.246812655489448,57.17351121287422,3.70485969743057,1016.7971828903147,1.785587157416066,42.83356826192656,6.837093260628308,9.102606993894907,1.5,0.17003695146040126,0.06376385679765047,1
2024-01-31 00:00:00,391.0,238.3,422.8,,,,,,,,Daily,2024,1,31,2,31,0,0,0,North,28.7041,77.1025,0.5,0.6,15.491675541722095,17.107771074744193,58.13852002770531,1.9889735066077172,1012.6676458666457,0.09118908309781305,46.17703108859685,13.129824061528758,14.005303118194794,1.5,0.20073781138360086,0.16728150948633405,0
2024-02-01 00:00:00,176.0,82.8,214.0,,,,,,,,Daily,2024,2,1,3,32,0,0,0,South,28.5355,77.391,0.2,0.5,21.99664905752723,27.242374454903498,56.74721142049256,4.292651934508875,1022.652049964486,0.08393688270214957,55.61598016514978,18.657070585885748,8.172233714726799,1.5,0.09447059927366958,0.03778823970946783,0
2024-02-02 00:00:00,215.0,94.5,265.0,,,,,,,,Daily,2024,2,2,4,33,0,0,0,East,28.6692,77.4538,0.7,0.7,27.857490675399784,11.660128085590484,56.21177983409107,1.6295190803825035,1011.2712009381926,1.3177662370239662,39.76601800263602,8.401089924825477,16.652558444086008,1.5,0.2662083744599314,0.2662083744599314,1
