Date,AQI,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Source,year,month,day,day_of_week,day_of_year,hour,is_weekend,season
2017-03-06 00:00:00,201.0,91.6,242.14,47.05,64.99,47.02,33.66,0.76,26.91,30.68,Historical,2017,3,6,0,65,0,0,1
2017-03-07 00:00:00,243.0,112.41,307.78,84.73,65.16,58.96,43.71,0.89,30.7,34.43,Historical,2017,3,7,1,66,0,0,1
2017-03-08 00:00:00,267.0,134.4,224.36,37.88,49.88,33.11,36.04,0.43,24.14,35.35,Historical,2017,3,8,2,67,0,0,1
2017-03-09 00:00:00,245.0,106.45,142.78,36.2,39.68,21.71,32.12,0.23,20.15,45.45,Historical,2017,3,9,3,68,0,0,1
2017-03-10 00:00:00,165.0,68.88,106.39,23.17,33.32,15.14,25.51,0.21,17.93,47.51,Historical,2017,3,10,4,69,0,0,1
2017-03-11 00:00:00,102.0,37.49,110.65,29.5,32.0,17.11,24.61,0.25,19.4,47.14,Historical,2017,3,11,5,70,0,1,1
2017-03-12 00:00:00,159.0,64.42,169.87,31.79,32.11,17.93,24.24,0.26,20.11,42.82,Historical,2017,3,12,6,71,0,1,1
2017-03-13 00:00:00,174.0,74.58,182.79,17.82,27.78,11.86,21.02,0.24,19.33,34.2,Historical,2017,3,13,0,72,0,0,1
2017-03-14 00:00:00,270.0,102.46,284.27,36.09,34.28,21.26,22.58,0.4,22.37,34.99,Historical,2017,3,14,1,73,0,0,1
2017-03-15 00:00:00,397.0,112.71,319.97,59.15,42.06,30.58,37.36,0.45,23.96,32.01,Historical,2017,3,15,2,74,0,0,1
2017-03-16 00:00:00,371.0,125.8,348.95,73.95,42.18,35.0,43.07,0.52,23.59,31.9,Historical,2017,3,16,3,75,0,0,1
2017-03-17 00:00:00,328.0,114.07,288.64,36.4,38.7,20.84,29.62,0.65,21.42,32.6,Historical,2017,3,17,4,76,0,0,1
2017-03-18 00:00:00,254.0,96.39,267.96,43.27,46.65,25.98,33.5,0.6,22.29,33.42,Historical,2017,3,18,5,77,0,1,1
2017-03-19 00:00:00,342.0,120.43,350.42,80.86,51.65,41.4,43.17,0.81,22.89,31.83,Historical,2017,3,19,6,78,0,1,1
2017-03-20 00:00:00,367.0,121.21,332.73,41.69,49.53,26.14,34.32,0.77,22.25,30.92,Historical,2017,3,20,0,79,0,0,1
2017-03-21 00:00:00,400.0,128.51,365.67,46.31,51.94,29.59,33.99,0.83,24.38,28.61,Historical,2017,3,21,1,80,0,0,1
2017-03-22 00:00:00,390.0,120.88,405.64,86.41,69.31,31.85,49.03,0.58,28.88,20.88,Historical,2017,3,22,2,81,0,0,1
2017-03-23 00:00:00,417.0,151.17,342.53,135.8,70.55,29.17,73.23,0.55,27.21,31.7,Historical,2017,3,23,3,82,0,0,1
2017-03-24 00:00:00,359.0,149.42,282.88,45.21,79.52,32.77,76.02,0.68,22.09,19.74,Historical,2017,3,24,4,83,0,0,1
2017-03-25 00:00:00,309.0,168.23,254.71,49.68,83.82,45.26,59.37,0.31,15.18,22.26,Historical,2017,3,25,5,84,0,1,1
2017-03-26 00:00:00,292.0,118.34,247.77,43.09,78.84,42.21,53.05,0.31,14.85,23.14,Historical,2017,3,26,6,85,0,1,1
2017-03-27 00:00:00,278.0,156.38,218.98,38.44,79.24,40.77,52.56,0.33,17.55,23.49,Historical,2017,3,27,0,86,0,0,1
2017-03-28 00:00:00,320.0,152.66,289.95,61.08,85.54,53.58,61.73,0.42,18.24,18.81,Historical,2017,3,28,1,87,0,0,1
2017-03-29 00:00:00,350.0,113.62,311.56,77.91,75.87,59.57,58.95,0.45,17.26,15.36,Historical,2017,3,29,2,88,0,0,1
2017-03-30 00:00:00,234.0,69.44,204.22,61.61,76.28,46.32,57.35,0.37,23.72,14.88,Historical,2017,3,30,3,89,0,0,1
2017-03-31 00:00:00,233.0,91.19,285.69,76.66,84.22,56.29,67.36,0.41,20.48,22.61,Historical,2017,3,31,4,90,0,0,1
2017-04-01 00:00:00,341.0,105.71,291.02,84.88,81.75,63.72,68.33,0.52,20.05,22.94,Historical,2017,4,1,5,91,0,1,1
2017-04-02 00:00:00,259.0,83.36,210.86,49.44,77.96,46.98,59.67,0.42,19.33,34.73,Historical,2017,4,2,6,92,0,1,1
2017-04-03 00:00:00,204.0,70.62,192.27,55.93,83.8,49.07,58.96,0.37,24.03,32.92,Historical,2017,4,3,0,93,0,0,1
2017-04-04 00:00:00,220.0,84.4,234.82,57.09,73.67,43.73,63.38,0.39,24.14,31.95,Historical,2017,4,4,1,94,0,0,1
2017-04-05 00:00:00,255.0,47.67,207.72,34.82,64.65,34.67,66.8,0.32,19.75,29.86,Historical,2017,4,5,2,95,0,0,1
2017-04-06 00:00:00,211.0,62.44,252.48,39.61,67.13,39.78,59.04,0.3,17.21,30.66,Historical,2017,4,6,3,96,0,0,1
2017-04-07 00:00:00,428.0,150.76,543.0,61.75,74.99,47.72,51.4,0.35,27.69,35.44,Historical,2017,4,7,4,97,0,0,1
2017-04-08 00:00:00,497.0,151.25,410.15,104.57,77.6,56.4,55.26,0.48,33.4,36.52,Historical,2017,4,8,5,98,0,1,1
2017-04-09 00:00:00,289.0,68.88,190.42,36.79,68.1,34.4,38.77,0.27,22.78,52.48,Historical,2017,4,9,6,99,0,1,1
2017-04-10 00:00:00,285.0,129.15,237.88,33.56,72.06,34.8,37.48,0.29,21.85,54.89,Historical,2017,4,10,0,100,0,0,1
2017-04-11 00:00:00,368.0,146.59,253.07,40.88,71.58,39.52,40.69,0.33,24.49,45.45,Historical,2017,4,11,1,101,0,0,1
2017-04-12 00:00:00,304.0,107.69,309.37,45.69,61.17,50.77,43.01,0.64,32.76,33.49,Historical,2017,4,12,2,102,0,0,1
2017-04-13 00:00:00,377.0,163.97,375.82,146.3,87.79,59.71,54.53,1.06,43.82,27.66,Historical,2017,4,13,3,103,0,0,1
2017-04-14 00:00:00,418.0,184.69,371.87,140.56,110.15,65.91,67.47,1.1,50.31,43.31,Historical,2017,4,14,4,104,0,0,1
2017-04-15 00:00:00,355.0,176.54,343.62,156.79,102.4,58.09,63.27,1.0,42.8,28.5,Historical,2017,4,15,5,105,0,1,1
2017-04-16 00:00:00,416.0,175.23,409.95,114.73,102.55,57.91,38.41,1.12,62.6,40.1,Historical,2017,4,16,6,106,0,1,1
2017-04-17 00:00:00,403.0,145.22,389.03,62.73,102.55,48.4,42.18,0.75,42.39,35.43,Historical,2017,4,17,0,107,0,0,1
2017-04-18 00:00:00,415.0,152.84,400.78,56.91,88.05,32.95,41.14,0.4,44.15,28.65,Historical,2017,4,18,1,108,0,0,1
2017-04-19 00:00:00,412.0,136.35,356.47,90.13,80.08,43.78,50.75,0.67,41.33,32.02,Historical,2017,4,19,2,109,0,0,1
2017-04-20 00:00:00,394.0,152.99,324.19,145.19,93.15,64.74,64.48,0.9,37.38,49.2,Historical,2017,4,20,3,110,0,0,1
2017-04-21 00:00:00,357.0,130.13,409.7,43.34,103.25,32.82,54.57,0.54,30.82,56.86,Historical,2017,4,21,4,111,0,0,1
2017-04-22 00:00:00,291.0,110.54,263.66,38.45,93.8,20.08,39.46,0.0,,,Historical,2017,4,22,5,112,0,1,1
2017-04-23 00:00:00,244.0,103.42,260.82,69.5,75.05,37.43,40.33,0.28,29.4,55.86,Historical,2017,4,23,6,113,0,1,1
2017-04-24 00:00:00,287.0,99.09,266.24,59.96,61.32,37.61,34.43,1.09,31.95,42.6,Historical,2017,4,24,0,114,0,0,1
2017-04-25 00:00:00,254.0,96.07,287.92,46.18,69.59,44.02,31.0,0.63,39.9,50.43,Historical,2017,4,25,1,115,0,0,1
2017-04-26 00:00:00,242.0,72.31,189.5,69.69,72.94,57.76,34.01,0.63,29.27,38.6,Historical,2017,4,26,2,116,0,0,1
2017-04-27 00:00:00,223.0,93.14,271.06,73.82,73.49,59.27,37.41,0.72,46.69,41.04,Historical,2017,4,27,3,117,0,0,1
2017-04-28 00:00:00,243.0,109.36,271.94,61.19,68.76,52.75,33.57,0.86,39.58,33.66,Historical,2017,4,28,4,118,0,0,1
2017-04-29 00:00:00,237.0,126.74,303.75,82.18,85.21,66.92,42.48,1.1,54.52,40.95,Historical,2017,4,29,5,119,0,1,1
2017-04-30 00:00:00,275.0,80.81,234.05,33.5,65.55,32.27,34.42,0.71,46.62,57.8,Historical,2017,4,30,6,120,0,1,1
2017-05-01 00:00:00,183.0,85.8,211.83,64.66,70.38,41.01,40.22,1.05,56.64,42.85,Historical,2017,5,1,0,121,0,0,1
2017-05-02 00:00:00,370.0,198.2,313.23,133.01,108.48,65.63,44.95,1.41,50.78,58.08,Historical,2017,5,2,1,122,0,0,1
2017-05-03 00:00:00,419.0,145.74,367.73,62.01,97.21,58.52,44.27,1.06,54.83,43.78,Historical,2017,5,3,2,123,0,0,1
2017-05-04 00:00:00,317.0,109.91,302.02,44.86,67.76,43.5,34.41,0.83,34.97,45.95,Historical,2017,5,4,3,124,0,0,1
2017-05-05 00:00:00,455.0,207.4,429.32,68.51,75.66,56.71,32.24,0.99,46.67,50.69,Historical,2017,5,5,4,125,0,0,1
2017-05-06 00:00:00,435.0,204.56,363.53,126.22,92.19,74.14,37.01,1.5,51.7,43.3,Historical,2017,5,6,5,126,0,1,1
2017-05-07 00:00:00,468.0,220.77,376.33,150.24,92.34,91.72,41.82,2.08,45.39,42.33,Historical,2017,5,7,6,127,0,1,1
2017-05-08 00:00:00,442.0,183.82,392.34,78.17,94.19,68.74,50.62,1.34,52.99,39.49,Historical,2017,5,8,0,128,0,0,1
2017-05-09 00:00:00,400.0,109.76,334.65,24.91,65.21,35.7,36.69,0.64,36.94,43.99,Historical,2017,5,9,1,129,0,0,1
2017-05-10 00:00:00,223.0,74.42,242.54,11.75,46.48,21.01,34.59,0.6,35.61,61.69,Historical,2017,5,10,2,130,0,0,1
2017-05-11 00:00:00,220.0,94.28,263.87,25.99,62.22,35.29,30.7,0.85,44.94,68.53,Historical,2017,5,11,3,131,0,0,1
2017-05-12 00:00:00,474.0,216.96,500.59,47.65,70.84,46.27,35.38,0.89,65.5,66.7,Historical,2017,5,12,4,132,0,0,1
2017-05-13 00:00:00,479.0,198.09,356.85,72.18,87.53,69.94,42.62,1.17,53.24,63.83,Historical,2017,5,13,5,133,0,1,1
2017-05-14 00:00:00,373.0,121.76,334.51,61.83,70.37,58.22,32.57,0.89,44.98,41.08,Historical,2017,5,14,6,134,0,1,1
2017-05-15 00:00:00,354.0,135.54,381.35,89.05,75.55,69.21,37.08,0.7,46.16,34.75,Historical,2017,5,15,0,135,0,0,1
2017-05-16 00:00:00,349.0,123.21,375.15,34.5,54.83,30.75,20.17,0.57,41.96,52.5,Historical,2017,5,16,1,136,0,0,1
2017-05-17 00:00:00,264.0,78.18,287.99,24.59,47.84,30.59,12.09,0.4,39.01,48.38,Historical,2017,5,17,2,137,0,0,1
2017-05-18 00:00:00,188.0,126.04,279.92,9.76,50.3,20.34,13.57,0.41,55.11,52.39,Historical,2017,5,18,3,138,0,0,1
2017-05-19 00:00:00,294.0,139.1,329.12,37.79,58.93,38.72,27.59,0.71,41.31,45.33,Historical,2017,5,19,4,139,0,0,1
2017-05-20 00:00:00,334.0,233.82,352.76,58.84,59.74,41.26,25.31,0.9,36.26,46.67,Historical,2017,5,20,5,140,0,1,1
2017-05-21 00:00:00,505.0,178.44,505.07,65.22,52.38,37.23,13.02,0.88,40.4,49.89,Historical,2017,5,21,6,141,0,1,1
2017-05-22 00:00:00,349.0,110.1,386.67,72.51,63.7,49.96,39.38,0.99,35.36,40.92,Historical,2017,5,22,0,142,0,0,1
2017-05-23 00:00:00,421.0,118.43,326.02,135.99,84.21,38.66,56.89,0.89,37.55,39.59,Historical,2017,5,23,1,143,0,0,1
2017-05-24 00:00:00,238.0,107.37,252.35,32.51,80.72,21.67,42.37,0.47,42.21,39.1,Historical,2017,5,24,2,144,0,0,1
2017-05-25 00:00:00,204.0,113.9,222.88,20.0,65.71,23.38,33.07,0.56,41.43,30.8,Historical,2017,5,25,3,145,0,0,1
2017-05-26 00:00:00,289.0,103.75,301.57,19.37,79.07,31.23,49.97,0.65,41.4,53.9,Historical,2017,5,26,4,146,0,0,1
2017-05-27 00:00:00,236.0,69.88,317.07,8.83,50.12,15.96,39.95,0.53,38.55,53.22,Historical,2017,5,27,5,147,0,1,1
2017-05-28 00:00:00,148.0,40.33,150.34,7.16,45.6,15.27,37.97,0.49,31.5,57.01,Historical,2017,5,28,6,148,0,1,1
2017-05-29 00:00:00,94.0,48.95,150.23,18.15,55.2,23.76,41.24,0.54,26.99,49.0,Historical,2017,5,29,0,149,0,0,1
2017-05-30 00:00:00,130.0,63.27,174.62,17.45,64.11,26.54,47.68,0.5,26.15,54.23,Historical,2017,5,30,1,150,0,0,1
2017-05-31 00:00:00,123.0,56.38,137.62,26.49,69.98,30.75,53.68,0.83,21.94,50.95,Historical,2017,5,31,2,151,0,0,1
2017-06-01 00:00:00,192.0,95.23,257.16,53.45,97.33,52.3,57.81,1.08,23.0,65.67,Historical,2017,6,1,3,152,0,0,2
2017-06-02 00:00:00,324.0,123.44,354.35,82.72,131.55,58.97,60.86,1.08,24.75,45.77,Historical,2017,6,2,4,153,0,0,2
2017-06-03 00:00:00,357.0,122.2,362.94,96.1,119.37,71.01,62.41,1.1,23.23,42.56,Historical,2017,6,3,5,154,0,1,2
2017-06-04 00:00:00,393.0,121.1,436.35,89.35,92.68,61.23,55.02,0.72,22.69,29.97,Historical,2017,6,4,6,155,0,1,2
2017-06-05 00:00:00,302.0,71.89,320.91,58.98,64.07,47.44,41.28,0.56,18.63,20.67,Historical,2017,6,5,0,156,0,0,2
2017-06-06 00:00:00,239.0,80.37,348.79,47.89,57.63,42.42,43.51,0.56,16.51,26.41,Historical,2017,6,6,1,157,0,0,2
2017-06-07 00:00:00,210.0,40.87,233.62,23.35,70.77,22.9,48.84,0.29,23.51,39.61,Historical,2017,6,7,2,158,0,0,2
2017-06-08 00:00:00,77.0,41.83,77.0,20.44,79.9,9.88,40.3,0.0,,,Historical,2017,6,8,3,159,0,0,2
2017-06-09 00:00:00,89.0,66.73,295.56,14.64,76.52,9.53,41.19,0.0,,,Historical,2017,6,9,4,160,0,0,2
2017-06-10 00:00:00,143.0,64.63,164.5,22.12,80.04,7.62,41.51,0.0,,,Historical,2017,6,10,5,161,0,1,2
2017-06-11 00:00:00,80.0,43.02,80.0,19.89,77.07,10.77,38.68,0.0,,,Historical,2017,6,11,6,162,0,1,2
2017-06-12 00:00:00,92.0,57.4,166.25,35.93,106.23,16.06,50.52,0.0,,,Historical,2017,6,12,0,163,0,0,2
2017-06-13 00:00:00,112.0,48.6,244.14,73.59,96.64,18.94,58.1,0.0,,,Historical,2017,6,13,1,164,0,0,2
2017-06-14 00:00:00,117.0,62.0,310.73,37.26,86.9,8.6,52.51,0.0,,,Historical,2017,6,14,2,165,0,0,2
2017-06-15 00:00:00,101.0,80.14,205.5,41.28,139.09,5.03,54.71,0.0,,,Historical,2017,6,15,3,166,0,0,2
2017-06-16 00:00:00,106.0,51.6,124.35,43.17,80.43,12.37,51.3,0.0,,,Historical,2017,6,16,4,167,0,0,2
2017-06-17 00:00:00,88.0,41.96,87.16,38.8,70.93,10.95,48.94,0.0,,,Historical,2017,6,17,5,168,0,1,2
2017-06-18 00:00:00,94.0,65.19,218.93,48.7,56.65,11.02,48.14,0.0,,,Historical,2017,6,18,6,169,0,1,2
2017-06-19 00:00:00,150.0,60.9,228.2,49.53,36.63,9.3,46.71,0.0,,,Historical,2017,6,19,0,170,0,0,2
2017-06-20 00:00:00,97.0,35.1,88.82,57.03,99.75,18.49,59.54,0.0,,,Historical,2017,6,20,1,171,0,0,2
2017-06-21 00:00:00,109.0,58.27,87.74,61.79,63.2,13.55,50.91,0.0,,,Historical,2017,6,21,2,172,0,0,2
2017-06-22 00:00:00,124.0,61.93,124.6,110.0,36.35,11.06,69.13,0.0,,,Historical,2017,6,22,3,173,0,0,2
2017-06-23 00:00:00,,44.08,160.22,39.17,103.29,7.45,52.73,0.0,,,Historical,2017,6,23,4,174,0,0,2
2017-06-24 00:00:00,111.0,63.62,245.23,55.51,83.84,14.32,58.3,0.0,,,Historical,2017,6,24,5,175,0,1,2
2017-06-25 00:00:00,148.0,76.1,325.29,17.77,71.42,8.2,45.21,0.0,,,Historical,2017,6,25,6,176,0,1,2
2017-06-26 00:00:00,108.0,51.52,359.19,20.96,53.97,7.09,38.93,0.0,,,Historical,2017,6,26,0,177,0,0,2
2017-06-27 00:00:00,73.0,36.62,286.38,16.9,54.02,6.56,37.64,0.0,,,Historical,2017,6,27,1,178,0,0,2
2017-06-28 00:00:00,58.0,29.83,128.18,30.92,58.02,9.28,41.14,0.0,,,Historical,2017,6,28,2,179,0,0,2
2017-06-29 00:00:00,58.0,22.98,103.8,21.6,35.01,5.52,33.87,0.0,,,Historical,2017,6,29,3,180,0,0,2
2017-06-30 00:00:00,46.0,25.83,90.41,44.88,32.97,8.43,41.27,0.0,,,Historical,2017,6,30,4,181,0,0,2
2017-07-01 00:00:00,84.0,43.35,224.62,62.09,17.4,9.35,44.12,0.0,,,Historical,2017,7,1,5,182,0,1,2
2017-07-02 00:00:00,54.0,20.52,223.56,28.19,11.37,4.19,32.97,0.0,,,Historical,2017,7,2,6,183,0,1,2
2017-07-03 00:00:00,49.0,46.71,246.98,28.86,20.06,5.17,32.02,0.0,,,Historical,2017,7,3,0,184,0,0,2
2017-07-04 00:00:00,149.0,116.12,173.5,27.08,19.37,4.82,28.8,0.0,,,Historical,2017,7,4,1,185,0,0,2
2017-07-05 00:00:00,212.0,50.81,262.0,27.08,14.86,5.05,25.81,0.0,,,Historical,2017,7,5,2,186,0,0,2
2017-07-06 00:00:00,85.0,47.17,85.0,18.19,18.32,4.13,24.82,0.0,,,Historical,2017,7,6,3,187,0,0,2
2017-07-07 00:00:00,77.0,41.42,77.0,30.0,18.21,5.09,30.98,0.0,,,Historical,2017,7,7,4,188,0,0,2
2017-07-08 00:00:00,65.0,45.31,65.0,32.87,23.52,6.01,28.82,0.0,,,Historical,2017,7,8,5,189,0,1,2
2017-07-09 00:00:00,108.0,58.46,112.0,67.54,21.16,10.42,41.79,0.0,,,Historical,2017,7,9,6,190,0,1,2
2017-07-10 00:00:00,78.0,41.92,78.0,25.63,18.81,4.9,27.22,0.0,,,Historical,2017,7,10,0,191,0,0,2
2017-07-11 00:00:00,59.0,33.04,59.0,26.7,21.44,5.01,26.19,0.0,,,Historical,2017,7,11,1,192,0,0,2
2017-07-12 00:00:00,47.0,22.35,47.0,25.59,19.98,4.81,27.31,0.0,,,Historical,2017,7,12,2,193,0,0,2
2017-07-13 00:00:00,39.0,22.44,39.0,25.51,21.59,4.86,28.03,0.0,,,Historical,2017,7,13,3,194,0,0,2
2017-07-14 00:00:00,40.0,30.35,40.0,17.2,38.36,5.65,29.06,0.0,,,Historical,2017,7,14,4,195,0,0,2
2017-07-15 00:00:00,56.0,32.02,56.0,16.13,77.47,9.24,37.26,0.0,,,Historical,2017,7,15,5,196,0,1,2
2017-07-16 00:00:00,65.0,38.77,65.0,15.56,76.98,8.39,35.52,0.0,,,Historical,2017,7,16,6,197,0,1,2
2017-07-17 00:00:00,71.0,33.56,71.0,31.69,86.61,11.38,43.34,0.0,,,Historical,2017,7,17,0,198,0,0,2
2017-07-18 00:00:00,97.0,37.67,97.0,25.69,126.91,14.1,49.2,0.0,,,Historical,2017,7,18,1,199,0,0,2
2017-07-19 00:00:00,118.0,55.96,127.0,58.31,137.15,19.34,58.22,0.0,,,Historical,2017,7,19,2,200,0,0,2
2017-07-20 00:00:00,116.0,28.88,124.0,41.13,61.54,11.02,44.64,0.0,,,Historical,2017,7,20,3,201,0,0,2
2017-07-21 00:00:00,53.0,23.12,53.0,20.56,23.67,4.69,26.97,0.0,,,Historical,2017,7,21,4,202,0,0,2
2017-07-22 00:00:00,30.0,18.54,30.0,20.65,19.9,4.52,23.32,0.0,,,Historical,2017,7,22,5,203,0,1,2
2017-07-23 00:00:00,37.0,22.65,37.0,18.67,18.22,3.76,26.79,0.0,,,Historical,2017,7,23,6,204,0,1,2
2017-07-24 00:00:00,35.0,17.52,35.0,28.89,19.95,5.21,28.58,0.0,,,Historical,2017,7,24,0,205,0,0,2
2017-07-25 00:00:00,37.0,22.17,37.0,21.08,18.1,3.98,28.73,0.0,,,Historical,2017,7,25,1,206,0,0,2
2017-07-26 00:00:00,32.0,20.17,32.0,20.61,21.95,4.61,27.09,0.0,,,Historical,2017,7,26,2,207,0,0,2
2017-07-27 00:00:00,41.0,24.42,41.0,23.71,25.33,5.12,26.74,0.0,,,Historical,2017,7,27,3,208,0,0,2
2017-07-28 00:00:00,42.0,25.71,42.0,23.69,24.07,4.84,25.11,0.0,,,Historical,2017,7,28,4,209,0,0,2
2017-07-29 00:00:00,47.0,27.25,47.0,12.65,22.87,3.3,22.45,0.0,,,Historical,2017,7,29,5,210,0,1,2
2017-07-30 00:00:00,30.0,10.88,30.0,11.6,20.58,3.53,22.24,0.0,,,Historical,2017,7,30,6,211,0,1,2
2017-07-31 00:00:00,29.0,17.1,29.0,28.26,26.19,5.91,32.0,0.0,,,Historical,2017,7,31,0,212,0,0,2
2017-08-01 00:00:00,44.0,17.24,44.0,27.25,23.4,5.48,33.36,0.0,,,Historical,2017,8,1,1,213,0,0,2
2017-08-02 00:00:00,40.0,27.56,40.0,33.12,26.54,6.7,38.35,0.0,,,Historical,2017,8,2,2,214,0,0,2
2017-08-03 00:00:00,49.0,27.29,49.0,28.58,29.16,7.02,34.14,0.0,,,Historical,2017,8,3,3,215,0,0,2
2017-08-04 00:00:00,50.0,42.65,50.0,29.66,33.74,7.71,33.24,0.0,,,Historical,2017,8,4,4,216,0,0,2
2017-08-05 00:00:00,88.0,53.69,88.0,34.95,42.98,8.68,36.4,0.0,,,Historical,2017,8,5,5,217,0,1,2
2017-08-06 00:00:00,99.0,61.44,99.0,52.38,41.75,10.21,43.5,0.0,,,Historical,2017,8,6,6,218,0,1,2
2017-08-07 00:00:00,110.0,57.42,115.0,25.72,32.2,5.84,33.07,0.0,,,Historical,2017,8,7,0,219,0,0,2
2017-08-08 00:00:00,68.0,36.58,68.0,36.57,29.91,7.08,36.53,0.0,,,Historical,2017,8,8,1,220,0,0,2
2017-08-09 00:00:00,73.0,50.42,73.0,54.85,48.7,11.34,42.64,0.0,,,Historical,2017,8,9,2,221,0,0,2
2017-08-10 00:00:00,95.0,48.6,95.0,38.47,64.0,10.31,31.22,0.0,,,Historical,2017,8,10,3,222,0,0,2
2017-08-11 00:00:00,58.0,21.83,58.0,24.86,35.39,4.87,17.92,0.0,,,Historical,2017,8,11,4,223,0,0,2
2017-08-12 00:00:00,45.0,27.0,45.0,,,0.0,,0.0,,,Historical,2017,8,12,5,224,0,1,2
2017-08-15 00:00:00,59.0,30.12,59.0,13.21,49.91,6.85,18.69,0.0,,,Historical,2017,8,15,1,227,0,0,2
2017-08-16 00:00:00,53.0,35.23,53.0,15.5,64.66,7.81,23.94,0.0,,,Historical,2017,8,16,2,228,0,0,2
2017-08-17 00:00:00,66.0,39.6,66.0,20.73,68.78,8.36,26.78,0.0,,,Historical,2017,8,17,3,229,0,0,2
2017-08-18 00:00:00,70.0,46.25,70.0,22.87,60.15,8.16,24.79,0.0,,,Historical,2017,8,18,4,230,0,0,2
2017-08-19 00:00:00,70.0,35.48,70.0,42.02,39.67,10.06,24.34,0.0,,,Historical,2017,8,19,5,231,0,1,2
2017-08-20 00:00:00,63.0,22.15,63.0,30.13,30.28,7.46,17.65,0.0,,,Historical,2017,8,20,6,232,0,1,2
2017-08-21 00:00:00,42.0,25.5,42.0,18.02,24.42,1.44,12.14,0.0,,,Historical,2017,8,21,0,233,0,0,2
2017-08-24 00:00:00,58.0,47.79,58.0,34.6,45.26,6.63,23.83,0.0,,,Historical,2017,8,24,3,236,0,0,2
2017-08-25 00:00:00,104.0,51.33,106.0,24.48,39.3,3.85,18.75,0.0,,,Historical,2017,8,25,4,237,0,0,2
2017-08-30 00:00:00,73.0,20.5,73.0,24.34,101.89,7.26,38.09,0.0,,,Historical,2017,8,30,2,242,0,0,2
2017-08-31 00:00:00,94.0,41.62,60.15,16.56,50.7,28.34,25.08,0.76,,27.78,Historical,2017,8,31,3,243,0,0,2
2017-09-01 00:00:00,91.0,25.58,41.64,23.55,26.64,12.21,17.6,0.54,,24.03,Historical,2017,9,1,4,244,0,0,3
2017-09-02 00:00:00,88.0,20.06,45.86,23.23,26.09,10.33,33.97,0.48,,25.0,Historical,2017,9,2,5,245,0,1,3
2017-09-03 00:00:00,88.0,38.19,79.78,20.33,27.32,8.88,25.9,0.4,,25.07,Historical,2017,9,3,6,246,0,1,3
2017-09-04 00:00:00,89.0,47.89,84.29,33.84,25.85,11.14,86.67,0.36,,24.93,Historical,2017,9,4,0,247,0,0,3
2017-09-05 00:00:00,88.0,35.61,75.82,20.61,30.29,8.93,30.21,0.37,,25.08,Historical,2017,9,5,1,248,0,0,3
2017-09-06 00:00:00,88.0,39.41,85.23,21.1,35.92,9.89,31.07,0.33,,24.95,Historical,2017,9,6,2,249,0,0,3
2017-09-07 00:00:00,88.0,40.34,67.06,21.91,23.75,7.9,36.46,0.36,,24.93,Historical,2017,9,7,3,250,0,0,3
2017-09-08 00:00:00,106.0,51.7,101.89,18.18,16.52,9.84,27.05,0.49,,25.88,Historical,2017,9,8,4,251,0,0,3
2017-09-09 00:00:00,96.0,54.83,111.65,20.65,17.54,11.27,31.1,0.45,,25.77,Historical,2017,9,9,5,252,0,1,3
2017-09-10 00:00:00,118.0,60.46,119.5,30.53,19.76,14.83,49.74,0.48,,26.39,Historical,2017,9,10,6,253,0,1,3
2017-09-11 00:00:00,119.0,63.97,120.06,22.99,20.25,12.0,48.0,0.45,,27.92,Historical,2017,9,11,0,254,0,0,3
2017-09-12 00:00:00,106.0,46.65,103.84,17.92,16.56,10.14,,0.42,,24.84,Historical,2017,9,12,1,255,0,0,3
2017-09-13 00:00:00,115.0,54.77,143.16,25.08,10.76,5.71,,0.13,,24.38,Historical,2017,9,13,2,256,0,0,3
2017-09-14 00:00:00,142.0,80.47,186.11,81.89,31.88,10.24,43.06,0.12,,26.98,Historical,2017,9,14,3,257,0,0,3
2017-09-15 00:00:00,169.0,64.37,127.68,25.94,34.75,12.73,31.02,0.36,,27.32,Historical,2017,9,15,4,258,0,0,3
2017-09-16 00:00:00,110.0,51.56,82.26,19.27,36.6,14.42,40.92,0.44,,26.7,Historical,2017,9,16,5,259,0,1,3
2017-09-17 00:00:00,106.0,53.05,85.65,23.98,37.33,13.49,31.89,0.33,,26.7,Historical,2017,9,17,6,260,0,1,3
2017-09-18 00:00:00,99.0,60.83,102.29,20.23,56.67,11.54,33.88,0.21,,30.08,Historical,2017,9,18,0,261,0,0,3
2017-09-19 00:00:00,109.0,55.55,112.21,19.87,34.72,16.17,45.0,0.43,,28.73,Historical,2017,9,19,1,262,0,0,3
2017-09-20 00:00:00,137.0,70.81,111.9,29.89,21.49,21.37,56.47,0.44,,31.95,Historical,2017,9,20,2,263,0,0,3
2017-09-21 00:00:00,144.0,55.93,76.81,27.16,22.74,16.34,31.36,0.46,,23.1,Historical,2017,9,21,3,264,0,0,3
2017-09-22 00:00:00,92.0,11.81,18.59,20.34,22.4,11.24,17.63,0.32,,24.88,Historical,2017,9,22,4,265,0,0,3
2017-09-23 00:00:00,83.0,17.76,43.57,20.38,18.63,12.97,17.47,0.35,,22.19,Historical,2017,9,23,5,266,0,1,3
2017-09-24 00:00:00,84.0,35.5,81.42,18.8,17.01,12.69,19.11,0.37,,22.63,Historical,2017,9,24,6,267,0,1,3
